health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm
HSI00000242,Comanche County Memorial Hospital,Lawton,OK,1,0,18198812,,111,40,32,7,16,1,1,1,1,189,8865,25.47,0,0,0,0,1,0,0,0,1,0,0,0,,,1,83,0,0
HSI00000244,Commonwealth Health Corporation,Bowling Green,KY,1,1,17817688,0520,163,73,37,4,29,6,5,55,1,421,17815,19.88,0,0,0,0,1,1,0,1,1,1,0,0,,,0,0,0,0
HSI00000246,Community Foundation of Northwest Indiana,Munster,IN,1,1,17847667,0249,359,106,122,13,112,3,3,1,1,755,33501,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,207,0,0
HSI00000248,Community Health Network,Indianapolis,IN,1,1,17773632,0401,914,336,365,108,245,8,5,3,1,1004,55465,52.6,0,0,0,0,1,1,0,1,0,0,0,0,,,1,568,0,0
HSI00000249,Community Health Systems,Franklin,TN,1,1,17773305,0080,4817,1836,1341,422,1264,118,114,19,3,15023,599111,313.85,1,0,1,0,1,1,0,1,1,1,1,1,,,1,1581,2,0
HSI00000251,Community Hospital Corporation,Plano,TX,1,1,18386637,0384,146,55,58,15,9,22,11,0,3,733,24246,0,0,0,0,0,0,1,1,1,1,0,1,0,,,0,0,0,0
HSI00000254,Community Medical Center,Missoula,MT,1,0,18294895,,74,35,30,9,20,1,1,0,1,141,4668,4.83,1,0,0,0,1,1,1,1,0,0,0,0,,,1,0,0,9
HSI00000255,Community Memorial Health System,Ventura,CA,1,1,18386550,0990,224,84,20,15,22,2,2,1,1,226,12504,54,0,0,1,0,1,0,0,0,0,0,0,0,,,1,80,0,0
HSI00000258,Community Memorial Hospital Association,Cloquet,MN,1,0,18290096,,54,23,14,7,1,2,2,1,2,152,9735,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,22,0,0
HSI00000260,Methodist Hospital,Henderson,KY,1,0,18158074,,68,33,28,5,20,2,2,0,1,143,4708,7.35,0,0,0,0,1,1,0,0,0,0,0,0,,,1,11,0,0
HSI00000263,Cone Health,Greensboro,NC,1,1,17773648,0950,559,215,145,103,98,2,2,2,1,939,54962,51.86,0,0,0,0,1,0,1,0,1,1,1,0,H9808,14664,1,315,0,0
HSI00000266,Confluence Health,Wenatchee,WA,1,0,18379550,,366,135,69,90,30,2,2,0,1,187,11655,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000268,Connecticut Children's Health System,Hartford,CT,1,0,22240668,,321,96,91,29,9,1,1,0,1,187,6135,88.27,0,2,1,0,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000270,Contra Costa Health Services,Martinez,CA,1,0,18388027,,378,268,53,1,16,1,1,0,1,124,6574,35.99,0,0,1,0,2,1,1,1,0,0,0,0,H0502,418,0,0,0,0
HSI00000271,Conway Medical Center,Conway,SC,1,0,18387494,,100,30,29,10,20,1,1,1,1,166,8891,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000272,Conway Regional Health System,Conway,AR,1,0,18187898,,67,24,25,4,26,2,1,0,1,139,7443,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,57,0,0
HSI00000273,Cook Childrens Health Care System,Fort Worth,TX,1,0,18192710,,445,208,108,42,75,2,2,0,1,375,11267,11.55,0,2,0,0,1,0,0,1,1,0,1,1,,,0,0,0,0
HSI00000274,Cook County Health and Hospital System,Chicago,IL,1,1,17774089,0016,616,216,48,31,49,2,2,0,1,473,19664,504.95,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00000275,Cookeville Regional Health System,Cookeville,TN,1,0,18405486,,105,36,52,13,20,1,1,0,1,223,13075,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0
HSI00000283,Cottage Health System,Santa Barbara,CA,1,1,17773307,0103,131,22,8,2,18,4,3,0,1,364,18445,56.68,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000286,Covenant Health,Knoxville,TN,1,1,17773793,0123,439,144,135,72,114,10,9,3,1,1245,71349,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000287,Covenant Health Systems,Tewksbury,MA,1,1,17773634,5885,281,134,106,42,56,3,3,18,2,436,13430,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,138,19,0
HSI00000288,Covenant HealthCare,Saginaw,MI,1,0,18184080,,275,139,51,16,67,1,1,1,1,455,26605,62.4,0,0,0,0,1,0,0,0,0,0,0,0,,,1,191,10,15
HSI00000289,Covenant Ministries of Benevolence,Chicago,IL,1,0,18158511,,245,112,27,17,27,1,1,15,1,226,10968,50.24,0,0,0,0,1,1,0,0,0,0,0,0,,,1,2,0,0
HSI00000290,Cox Health,Springfield,MO,1,1,17774090,0179,897,215,189,79,106,5,4,0,1,749,38845,24.22,0,0,0,0,1,0,0,1,1,0,0,0,,,1,345,0,0
HSI00000295,Curae Health,Clinton,TN,1,1,18391096,0960,54,20,20,0,6,5,5,0,2,519,11215,0,0,0,0,0,0,1,0,0,1,0,0,,,,0,0,0,0
HSI00000297,DCH Health System,Tuscaloosa,AL,1,1,17774091,1825,63,18,21,2,8,3,3,1,1,543,33057,47.73,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000298,Parkland Health and Hospital System,Dallas,TX,1,0,17773820,,418,179,380,88,45,1,1,0,1,769,51542,601.69,0,0,1,1,2,1,1,1,1,0,1,0,,,0,0,0,0
HSI00000299,Dartmouth-Hitchcock,Lebanon,NH,1,0,18158633,,1584,474,484,202,97,8,8,0,2,636,28991,341.55,0,0,1,1,2,0,0,0,0,0,0,0,,,1,711,0,0
HSI00000301,Day Kimball Healthcare,Putnam,CT,1,0,18288438,,62,30,15,6,20,1,1,0,1,104,3470,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0
HSI00000302,Dayton Childrens,Dayton,OH,1,0,18290283,,220,78,93,15,14,1,1,0,1,177,4723,60.13,0,2,1,0,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000305,Deaconess Health System,Evansville,IN,1,1,18153031,0313,408,174,198,14,55,5,3,1,1,566,30515,20.7,0,0,0,0,1,1,0,1,1,1,0,0,,,1,76,0,0
HSI00000307,Denver Health,Denver,CO,1,0,17837665,,454,203,116,97,53,1,1,0,1,381,17824,207.37,0,0,1,0,2,1,0,0,1,1,1,1,H5608,4602,0,0,0,0
HSI00000314,Dignity Health,San Francisco,CA,1,1,17773302,5205,8553,2656,645,613,504,39,35,4,3,7288,373932,423.32,0,0,1,0,1,1,0,1,1,0,1,1,,,1,732,0,0
HSI00000318,Doctors Hospital at Renaissance,Edinburg,TX,1,0,18292548,,152,68,21,13,20,1,1,0,1,394,25803,47.72,1,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000320,Doylestown Hospital,Doylestown,PA,1,0,18358111,,128,36,28,15,23,1,1,1,1,217,13602,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,75,0,0
HSI00000321,Driscoll Childrens Hospital,Corpus Christi,TX,1,0,18138737,,121,28,43,3,12,1,1,0,1,162,3606,47.5,0,2,1,0,2,0,0,0,1,0,1,0,,,0,0,0,0
HSI00000323,Duke University Health System,Durham,NC,1,1,17773795,0190,2158,566,428,329,293,4,4,0,1,1552,71502,692.18,0,0,1,1,2,0,0,0,1,1,0,0,,,1,1766,0,0
HSI00000325,East Alabama Medical Center,Opelika,AL,1,0,18353081,,86,26,36,4,22,2,2,3,1,383,16897,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,5,0
HSI00000326,East Jefferson General Hospital,Metairie,LA,1,0,18292324,,175,51,7,0,28,1,1,1,1,339,13265,32.12,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000327,East Tennessee Childrens Hospital Association,Knoxville,TN,1,0,18291032,,139,91,71,8,36,1,1,0,1,,,,,2,,,,,,,0,,,,,,0,0,0,0
HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME,1,1,17773471,0555,866,343,261,186,116,14,13,4,1,748,38022,25.22,0,0,0,0,1,0,0,1,1,0,0,0,,,1,654,0,0
HSI00000334,Edward Elmhurst Healthcare,Naperville,IL,1,1,18073201,0926,556,188,125,48,88,3,2,1,1,580,40291,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,368,11,0
HSI00000335,Eisenhower Medical Center,Rancho Mirage,CA,1,0,17829261,,379,155,41,39,46,1,1,0,1,370,20190,76.75,0,0,0,0,1,0,0,0,0,0,0,0,,,1,13,0,0
HSI00000336,El Camino Hospital,Mountain View,CA,1,0,18200151,,157,42,11,11,12,2,2,0,1,388,22741,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
HSI00000338,Elliot Health System,Manchester,NH,1,0,17773940,,243,98,78,41,53,1,1,0,1,199,11833,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,184,0,0
HSI00000339,Ellis Medicine,Schenectady,NY,1,0,18261961,,226,81,33,72,38,2,2,1,1,350,17294,34.13,0,0,0,0,1,0,0,0,0,0,0,0,,,1,115,0,20
HSI00000340,Emerson Hospital Health System,Concord,MA,1,0,18399560,,145,42,40,12,36,1,1,1,1,111,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,90,0,0
HSI00000342,Emory Healthcare,Atlanta,GA,1,1,17773473,0256,3801,710,406,278,262,8,6,1,1,1926,96220,485.84,0,0,1,0,2,1,0,1,0,0,0,0,,,1,2,0,0
HSI00000345,Enloe Medical Center,Chico,CA,1,0,18200525,,129,21,31,22,17,1,1,0,1,298,17620,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000346,Ephraim Mcdowell Health,Danville,KY,1,1,17997795,0959,62,17,46,5,24,3,3,1,1,220,7959,0,0,0,0,0,0,0,1,1,1,,,,,,1,5,0,0
HSI00000347,Episcopal Health Services,Bethpage,NY,1,0,17773308,,143,33,5,12,7,1,1,1,1,170,6923,147.05,0,0,1,1,2,1,0,0,1,1,1,1,,,0,0,0,0
HSI00000349,Eskenazi Health,Indianapolis,IN,1,0,18294507,,277,151,97,5,22,1,1,0,1,316,17081,171.9,0,0,1,0,2,1,1,1,0,0,0,0,,,1,18,0,0
HSI00000350,Essentia Health,Duluth,MN,1,1,17816669,0396,1745,414,369,171,96,18,18,7,3,913,40066,19.89,0,0,0,0,1,1,0,0,1,1,1,0,,,1,837,10,0
HSI00000352,Evangelical Community Hospital,Lewisburg,PA,1,0,18288840,,90,26,19,36,22,1,1,0,1,123,5579,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,80,0,0
HSI00000354,Excela Health,Greensburg,PA,1,1,18140764,2395,255,101,54,69,91,3,3,0,1,396,24711,17.27,0,0,0,0,1,0,0,0,,,,,,,1,213,0,0
HSI00000355,Exeter Health Resources,Exeter,NH,1,0,17855393,,142,62,53,28,49,1,1,0,1,97,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,105,0,0
HSI00000356,Fairfield Medical Center,Lancaster,OH,1,0,18287567,,101,41,33,13,30,1,1,0,1,213,11269,23.55,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,0,0
HSI00000357,Fairview Health Services,Minneapolis,MN,1,1,18956745,1325,2147,843,454,239,221,13,12,4,2,1781,95695,385.24,0,1,1,0,1,1,0,0,1,0,0,1,,,1,340,0,0
HSI00000358,Faith Regional Health Services,Norfolk,NE,1,1,18148534,0814,86,27,35,23,33,3,3,1,1,151,4926,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0
HSI00000360,Boys Town National Research Hospital,Boys Town,NE,1,0,18157592,,72,33,17,1,13,1,1,0,1,61,138,0,0,2,0,0,0,0,0,0,0,,,,,,0,0,0,0
HSI00000362,Finger Lakes Health,Geneva,NY,1,1,17999476,0397,88,38,52,19,33,2,2,5,1,142,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000363,Firelands Regional Health System,Sandusky,OH,1,0,17846991,,90,30,23,3,31,1,1,1,1,183,8886,15.68,0,0,0,0,1,0,0,0,0,,,,,,1,0,0,10
HSI00000365,Firsthealth of The Carolinas,Pinehurst,NC,1,1,17846593,0243,186,48,44,55,47,3,3,0,1,421,24112,0,0,0,0,0,0,0,0,1,1,1,0,0,H6306; H8064,7352,0,0,0,0
HSI00000367,Fisher Titus Medical Center,Norwalk,OH,1,0,18154719,,54,23,28,10,18,1,1,1,1,78,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,32,0,0
HSI00000368,Florida Health Sciences Center,Tampa,FL,1,0,17773667,,254,85,94,15,29,1,1,0,1,920,47752,297.58,0,0,1,0,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000369,Floyd Medical Center,Rome,GA,1,1,18086807,1016,123,85,51,8,39,3,3,0,2,298,14552,21.99,0,0,0,0,1,1,1,1,0,0,0,0,,,1,56,0,0
HSI00000371,Forrest Health,Hattiesburg,MS,1,0,17773797,,132,54,47,7,18,5,5,1,1,567,29314,16.3,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000375,Franciscan Health,Mishawaka,IN,1,1,17774115,5345,1275,439,250,92,220,13,13,0,2,1776,70880,153.82,0,0,1,0,1,0,0,1,0,0,0,0,H5124,210,1,659,0,0
HSI00000376,Franciscan Missionaries of Our Lady Health System,Baton Rouge,LA,1,1,17773637,1475,718,306,237,59,147,10,7,2,1,1376,56965,188.61,0,0,1,0,1,1,0,1,0,0,0,0,H6231,283,1,351,0,0
HSI00000380,Frederick Regional Health System,Frederick,MD,1,0,18294612,,159,65,51,27,28,1,1,0,1,272,16585,0,0,0,0,0,0,0,0,0,1,1,0,0,,,1,69,0,0
HSI00000381,Freeman Health System,Joplin,MO,1,1,17818069,0271,227,67,66,6,59,3,3,0,1,428,18094,22.39,0,0,0,0,1,0,0,1,0,0,0,0,,,1,44,0,0
HSI00000382,Freeport Health Network,Freeport,IL,1,0,17999478,,77,32,38,2,23,1,1,0,1,100,3797,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000385,Frisbie Memorial Hospital,Rochester,NH,1,0,18154734,,80,37,24,11,18,1,1,0,1,64,3874,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000386,Froedtert and The Medical College of Wisconsin,Milwaukee,WI,1,0,18197683,,1593,347,328,215,78,5,5,0,1,1010,50426,338.85,0,0,1,0,2,0,0,1,1,1,1,1,H1181; H5215,65761,1,0,108,0
HSI00000388,Geisinger Health System,Danville,PA,1,1,17816853,5570,4559,700,362,466,314,10,9,2,2,2041,107432,492.59,0,0,1,1,1,0,0,1,1,1,1,1,H2064; H3924; H3954; H7619; H9412,96160,1,1541,4,31
HSI00000390,Genesis Health System,Davenport,IA,1,1,17773638,0311,300,148,109,26,56,5,5,2,2,454,21370,18.33,0,0,0,0,1,0,0,0,0,0,0,0,,,1,193,0,0
HSI00000391,Genesis Healthcare System,Zanesville,OH,1,0,17773639,,191,69,93,15,57,1,1,18,1,285,11876,0,0,0,0,0,0,0,0,0,1,,,,,,1,133,0,20
HSI00000401,Glens Falls Hospital,Glens Falls,NY,1,0,18156853,,130,44,28,53,29,1,1,0,1,507,11567,0,0,0,0,0,0,0,1,1,0,0,0,0,,,1,82,0,20
HSI00000404,Good Samaritan Hospital,Los Angeles,CA,1,0,17773941,,240,83,13,18,14,2,1,0,1,310,11766,10.58,0,0,0,0,1,1,0,0,1,,,,,,1,1,0,0
HSI00000405,Good Samaritan Hospital,Vincennes,IN,1,0,18381345,,106,35,41,8,18,1,1,1,1,123,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,14,0,0
HSI00000412,Grady Health System,Atlanta,GA,1,0,18956746,,287,91,82,39,13,1,1,1,1,646,32252,425.39,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00000415,Grand View Hospital,Sellersville,PA,1,0,18177562,,113,36,16,19,25,1,1,0,1,162,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,11
HSI00000421,Great River Health Systems,West Burlington,IA,1,0,17845152,,139,40,38,21,33,1,1,1,1,138,7981,0,0,0,0,0,0,0,1,1,1,,,1,,,1,78,0,0
HSI00000422,Greater Baltimore Medical Center,Baltimore,MD,1,0,18291703,,340,150,87,52,38,1,1,1,1,269,21251,57.59,0,0,0,0,1,0,0,0,0,0,0,0,,,1,181,0,0
HSI00000423,Greater Hudson Valley Health System,Middletown,NY,1,1,18402576,0144,237,55,54,29,25,3,3,1,1,428,23967,50.33,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000424,Greenville Health System,Greenville,SC,1,1,17773798,1555,6306,559,324,136,185,7,5,2,1,975,48020,201.81,0,0,1,0,1,0,1,1,0,0,0,0,H4053,53,1,951,41,0
HSI00000428,Gundersen Health System,La Crosse,WI,1,0,17774093,,427,183,181,102,81,6,6,4,2,377,15393,50.59,0,0,0,0,1,0,0,1,1,1,1,1,H5262; H9834,16776,0,0,0,0
HSI00000430,Guthrie Healthcare System,Sayre,PA,1,1,17844593,0675,442,151,139,60,43,4,4,1,2,375,20502,70.8,0,0,1,0,1,0,0,0,1,0,0,0,,,0,0,0,0
HSI00000431,Gwinnett Health System,Lawrenceville,GA,1,0,18085147,,384,131,91,62,86,1,1,1,1,462,29197,41.93,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,0,0
HSI00000439,Hackensack Meridian Health,Edison,NJ,1,1,17774094,1003,1773,533,395,144,287,11,9,10,1,3020,149229,468.37,0,0,1,0,1,1,0,1,1,1,0,1,,,1,627,25,107
HSI00000441,Halifax Health,Daytona Beach,FL,1,0,17773942,,237,102,66,18,25,1,1,0,1,435,20541,24.73,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000443,Hallmark Health System,Melrose,MA,1,0,17773311,,393,131,53,21,36,1,1,0,1,211,8636,1.5,0,0,0,0,1,0,0,0,0,0,0,0,,,1,71,16,0
HSI00000444,Hamilton Health Care System,Dalton,GA,1,0,17996680,,81,24,60,10,23,1,1,0,1,254,9439,0,0,0,0,0,0,0,1,0,1,,,,,,0,0,0,0
HSI00000449,Harnett Health Systems,Dunn,NC,1,0,22171690,,64,20,4,17,10,1,1,0,1,151,6161,16.01,0,0,0,0,1,0,1,1,0,0,0,0,,,1,5,0,0
HSI00000451,Harris Health System,Houston,TX,1,0,18956747,,574,243,120,69,41,1,1,1,1,629,29613,608.81,0,0,1,1,2,1,1,1,1,0,1,1,,,0,0,0,0
HSI00000452,Hartford Healthcare Corporation,Hartford,CT,1,1,17773792,0541,1132,271,350,337,193,8,7,3,1,1443,74496,280.48,0,0,1,0,1,0,0,1,1,1,0,0,,,1,617,0,0
HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,1,1,17815868,3555,172,56,19,9,14,11,8,7,1,307,11864,9.69,0,0,0,0,1,0,0,1,0,0,0,0,,,1,0,0,2
HSI00000455,Hawaii Pacific Health,Honolulu,HI,1,1,17829267,0266,557,210,52,20,47,4,4,0,1,592,26299,68.85,0,1,0,0,1,0,0,0,0,0,0,0,,,1,0,0,50
HSI00000461,Health First,Rockledge,FL,1,1,17773944,0328,439,145,112,43,62,4,4,0,1,868,48666,0,0,0,0,0,0,0,1,1,1,1,0,1,H1099,38087,1,0,13,0
HSI00000462,Health Quest,Lagrangeville,NY,1,1,18154682,0307,440,123,106,59,63,4,4,1,2,649,34904,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3,21
HSI00000464,HealthPartners,Minneapolis,MN,1,1,18961175,0342,1974,858,441,352,167,9,9,2,2,1047,62255,177.35,0,0,1,0,1,1,0,0,1,1,1,1,H2422; H2462; H3416; H4882,67381,1,1011,0,0
HSI00000466,Baptist Health,Montgomery,AL,1,1,17773622,0150,192,74,56,12,30,3,3,0,1,555,32119,42.7,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,8,0
HSI00000467,Huntsville Hospital Health System,Huntsville,AL,1,1,18198421,0117,488,142,182,23,110,7,7,0,1,1341,71086,59.74,0,0,0,0,1,0,0,0,1,0,0,0,,,1,198,14,0
HSI00000471,Hendrick Health System,Abilene,TX,1,0,17773640,,113,32,49,21,28,1,1,1,1,335,16025,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0
HSI00000472,Hendricks Regional Health,Danville,IN,1,0,18388046,,106,50,41,13,24,1,1,0,1,127,5679,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,106,0,0
HSI00000473,Hennepin Health Care System,Minneapolis,MN,1,0,17773314,,729,233,166,68,37,1,1,0,1,341,18029,283.57,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000474,Henry County Hospital,New Castle,IN,1,0,18291601,,62,19,21,9,13,1,1,0,1,48,2356,0,0,0,0,0,0,0,0,0,0,,,,,,1,37,0,0
HSI00000475,Henry Ford Health System,Detroit,MI,1,1,18956748,9505,2941,763,512,279,234,7,5,0,1,1788,96154,852.44,0,0,1,1,2,1,0,0,1,1,1,0,H2318; H2322; H2354; H9712,67133,1,1291,45,59
HSI00000476,Heritage Valley Health System,Beaver,PA,1,1,17844118,0309,236,114,35,47,78,2,2,0,1,343,15962,24,0,0,0,0,1,0,0,0,,,,,,,1,159,0,0
HSI00000478,Heywood Healthcare,Gardner,MA,1,1,18409140,1024,78,18,26,17,18,2,2,0,1,139,4311,0,0,0,0,0,0,0,0,0,,,,,,,1,50,0,0
HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,1,0,17773315,,433,169,60,43,53,2,1,0,1,527,29830,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,67,89,0
HSI00000487,Holy Family Memorial,Manitowoc,WI,1,1,17773479,1455,208,21,20,9,19,3,3,0,2,83,3008,0,0,0,0,0,0,0,0,0,1,1,1,0,,,1,50,0,0
HSI00000488,Holy Redeemer Health System,Huntingdon Valley,PA,1,0,18311803,,165,39,27,11,27,1,1,3,1,195,12292,0.96,0,0,0,0,1,0,0,0,0,,,,,,1,89,0,0
HSI00000490,Holzer Health System,Gallipolis,OH,1,1,17773936,1014,141,65,70,11,15,2,2,1,1,181,4919,0,0,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,21
HSI00000491,HonorHealth,Scottsdale,AZ,1,1,17773968,0963,482,228,138,62,106,5,5,0,1,1437,58660,46.85,0,0,0,0,1,0,0,1,,,,,,,1,310,23,0
HSI00000492,HCA Healthcare,Nashville,TN,1,1,17773631,0048,14064,4056,3069,1455,1600,183,167,5,3,36873,1843448,2540.93,1,1,1,0,1,1,1,1,1,1,1,1,,,1,202,55,200
HSI00000496,Hospital Sisters Health System,Springfield,IL,1,1,17773316,5355,717,194,260,69,124,17,17,2,2,1618,73767,87.83,0,0,0,0,1,1,0,1,1,0,0,0,,,1,282,0,0
HSI00000497,Houston Healthcare,Warner Robins,GA,1,1,18162320,0642,82,34,9,7,17,2,2,0,1,276,14168,17.51,0,0,0,0,1,0,1,1,0,0,0,0,,,1,6,0,0
HSI00000498,Howard University Hospital,Washington,DC,1,0,18293422,,340,84,18,13,8,1,1,0,1,192,8184,190.95,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000502,Hunterdon Healthcare System,Flemington,NJ,1,0,18288502,,322,141,61,32,96,1,1,0,1,170,8357,18.14,0,0,0,0,1,0,0,0,1,1,0,1,,,1,0,0,63
HSI00000503,Huntington Memorial Hospital,Pasadena,CA,1,0,18293468,,199,59,11,9,9,1,1,0,1,503,28490,40.6,0,0,0,0,1,0,0,0,,,,,,,1,48,0,0
HSI00000505,Hurley Medical Center,Flint,MI,1,0,18291694,,206,81,28,56,19,1,1,0,1,370,17888,115.47,0,0,1,0,2,1,0,0,0,0,0,0,,,1,16,0,2
HSI00000507,Integris Health,Oklahoma City,OK,1,1,17774097,0305,1233,202,130,72,125,10,9,1,1,1119,48782,74.78,0,0,0,0,1,0,0,1,0,0,0,0,,,1,318,0,82
HSI00000509,Indian River Memorial Hospital,Vero Beach,FL,1,0,18389757,,95,35,34,8,15,1,1,0,1,310,12544,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0
HSI00000510,Indiana University Health,Indianapolis,IN,1,1,17774087,0231,2885,934,751,146,368,14,13,0,1,2394,111130,745.04,0,0,1,0,2,1,0,1,1,1,0,0,H7220,14113,1,1743,0,0
HSI00000511,Infirmary Health System,Mobile,AL,1,1,17773947,2025,254,93,47,3,38,5,4,1,1,851,38330,4.52,0,0,0,0,1,0,0,1,,,,,,,0,0,0,0
HSI00000513,Inova Health System,Falls Church,VA,1,1,17773948,1305,1388,445,302,111,170,5,5,1,1,1631,88056,175.57,0,0,0,0,1,0,0,0,1,1,0,0,H1100; H2829,2405,1,575,0,0
HSI00000514,Inspira Health Network,Mullica Hill,NJ,1,1,17846930,0151,288,70,57,11,49,3,3,0,1,596,28430,167,0,0,1,0,2,0,0,0,0,0,0,0,H6887,250,1,75,0,21
