health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm
HSI00000515,Interfaith Medical Center,Brooklyn,NY,1,0,18162332,,153,57,9,6,5,1,1,0,1,153,7514,131.25,0,0,1,1,2,1,0,0,1,1,1,1,,,0,0,0,0
HSI00000516,Intermountain Healthcare,Salt Lake City,UT,1,1,17774098,1815,2189,814,503,256,327,23,22,0,2,2407,125586,248.13,0,1,1,0,1,1,0,1,1,1,1,1,H1994,41311,1,1557,0,0
HSI00000518,Iredell Health System,Statesville,NC,1,0,18401031,,63,22,14,19,25,1,1,1,1,155,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,21,0,0
HSI00000523,Jackson Health System,Miami,FL,1,0,17773656,,1470,319,194,17,21,2,1,2,1,1485,56824,690.55,0,0,1,0,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00000530,John Muir Health,Walnut Creek,CA,1,1,17837004,0324,1150,492,46,24,77,3,2,0,1,751,31593,4.03,0,0,0,0,1,0,0,1,0,0,0,0,,,1,3,0,0
HSI00000531,Johns Hopkins Health System,Baltimore,MD,1,1,17773320,1015,2985,776,616,300,248,6,6,1,3,2363,112177,1171.05,0,1,1,1,2,0,0,0,1,1,1,0,H2109,141,1,2179,0,0
HSI00000536,Kaiser Permanente,Oakland,CA,1,1,17773641,2105,24955,11090,1646,1438,723,41,38,2,3,8982,444141,904.49,0,0,1,0,1,0,1,1,1,1,1,1,H0524; H0630; H1170; H1230; H2150; H2172; H5050; H6050; H9003,1624496,0,0,0,0
HSI00000537,Kaleida Health,Buffalo,NY,1,0,17773800,,569,149,176,102,86,4,4,4,2,1239,59047,400.33,0,0,1,0,2,1,0,1,0,0,0,0,,,1,0,0,14
HSI00000538,Kalispell Regional Healthcare,Kalispell,MT,1,0,18204496,,263,82,63,54,46,3,3,1,1,220,11166,3.87,0,0,0,0,1,0,0,0,0,0,0,0,,,1,55,0,35
HSI00000539,Katherine Shaw Bethea Hospital,Dixon,IL,1,0,18197553,,67,32,14,5,11,1,1,0,1,66,2707,3.63,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000540,Kaweah Delta Health Care District,Visalia,CA,1,0,18361428,,224,55,47,27,25,1,1,1,1,403,22900,60,0,0,0,0,1,1,0,0,,,,,,,0,0,0,0
HSI00000546,Kettering Health Network,Kettering,OH,1,1,17773950,0258,793,258,150,113,163,6,6,1,1,1132,59677,189.51,0,0,1,0,1,0,0,0,0,0,0,0,,,1,0,0,91
HSI00000550,Kingsbrook Jewish Medical Center,Brooklyn,NY,1,0,18162284,,92,39,5,10,2,1,1,1,1,161,7070,82.24,0,0,1,0,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000553,Kootenai Health,Coeur D Alene,ID,1,0,18283457,,221,74,72,35,38,1,1,0,1,289,16588,18.12,0,0,0,0,1,0,0,0,0,0,0,0,,,1,180,0,0
HSI00000554,Kuakini Health System,Honolulu,HI,1,0,18388124,,60,23,1,0,3,1,1,1,1,170,3653,15.1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000555,LCMC Health System,New Orleans,LA,1,1,18294751,0932,600,208,103,16,67,7,6,1,1,942,36310,491.08,0,1,1,1,2,1,0,1,0,0,0,0,,,1,131,0,3
HSI00000558,LRG Healthcare,Laconia,NH,1,1,17844119,0320,124,44,40,8,38,2,2,0,1,111,4353,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000559,LSU Healthcare Services Division,Baton Rouge,LA,1,0,17773321,,945,182,46,19,60,1,1,0,1,24,607,2.04,0,0,0,0,1,0,1,1,,,,,,,0,0,0,0
HSI00000562,Lafayette General Health,Lafayette,LA,1,1,17817490,0911,240,111,84,17,37,9,9,0,1,1041,38712,81.02,0,0,1,0,1,1,1,1,0,0,0,0,,,1,3,0,17
HSI00000563,Lahey Health System,Burlington,MA,1,1,17995873,0891,1263,344,315,125,150,3,3,2,1,846,51281,161.35,0,0,1,0,1,0,0,0,0,0,0,0,,,1,801,53,0
HSI00000564,Lake Charles Memorial Health System,Lake Charles,LA,1,0,18361663,,95,36,55,5,24,2,1,0,1,281,12324,23.31,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000566,Lake Health,Painesville,OH,1,0,17837005,,146,72,53,22,49,1,1,0,1,312,15870,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,5,37
HSI00000567,Lake Region Healthcare,Fergus Falls,MN,1,0,18288228,,65,28,23,8,6,1,1,0,1,80,1984,0,0,0,0,0,0,0,0,0,,,,,,,1,53,0,0
HSI00000568,Lake Regional Health System,Osage Beach,MO,1,0,18283256,,76,32,31,6,29,1,1,1,1,100,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000569,Lakeland Regional Health System,Lakeland,FL,1,0,17773642,,195,58,60,27,15,1,1,0,1,731,36777,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000570,Lakeland Regional Health System,Saint Joseph,MI,1,1,17773482,0056,280,101,53,40,53,2,2,1,1,290,15135,59.64,0,0,0,0,1,0,0,1,0,0,0,0,H0390,188,1,131,0,21
HSI00000575,Lee Health,Fort Myers,FL,1,1,17773483,0369,468,190,171,94,87,3,3,1,1,1313,78947,19.15,0,0,0,0,1,0,1,1,0,0,0,0,,,1,287,0,0
HSI00000576,Legacy Health,Portland,OR,1,1,17773484,2755,989,407,143,95,121,7,7,3,2,972,67466,100.46,0,0,1,0,1,1,1,1,1,1,1,1,,,1,3,0,97
HSI00000577,Lehigh Valley Health Network,Allentown,PA,1,1,17847553,0370,1718,503,309,345,324,7,7,1,1,1826,71819,255.05,0,0,1,0,1,1,0,0,1,1,0,1,,,1,741,14,0
HSI00000579,Lexington Medical Center,West Columbia,SC,1,0,18156243,,374,141,88,28,91,1,1,1,1,428,23117,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000581,Licking Memorial Health Systems,Newark,OH,1,0,18140501,,158,66,28,11,44,1,1,0,1,219,8546,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,7,0,0
HSI00000582,LifeBridge Health,Baltimore,MD,1,1,17773953,0158,733,200,113,209,103,5,3,1,1,795,41185,133.63,0,0,1,0,1,0,0,0,1,1,0,0,,,1,400,0,0
HSI00000584,Lifepoint Health,Brentwood,TN,1,1,17773643,0180,2993,1089,808,384,646,86,83,13,3,9060,302400,226.27,1,0,0,0,1,1,0,1,1,0,1,0,,,1,30,3,21
HSI00000585,Lifespan,Providence,RI,1,1,17773954,0060,1368,499,222,111,92,4,3,0,1,973,57515,518.48,0,0,1,1,2,0,0,0,0,0,0,0,,,1,676,0,71
HSI00000589,Little Company of Mary Hospital and Health Care Centers,Evergreen Park,IL,1,1,18295368,2295,127,30,14,3,20,2,2,0,2,331,13916,2.24,0,0,0,0,1,0,1,1,0,0,0,0,,,1,21,0,0
HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA,1,1,17773485,2175,2649,259,103,27,59,4,3,0,1,900,45654,426,0,0,1,1,2,1,1,1,0,0,0,0,,,1,666,0,0
HSI00000593,Los Angeles County Health Services Department,Los Angeles,CA,1,1,17773802,5755,1983,729,425,119,114,4,3,0,1,1212,57963,1290.36,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00000598,Lowell General Hospital,Lowell,MA,1,0,17778035,,174,48,48,21,26,2,2,0,1,407,19895,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,68,0,0
HSI00000608,Main Line Health,Bryn Mawr,PA,1,1,18158185,0340,876,300,177,110,138,5,4,1,1,1060,57038,165.53,0,0,1,0,1,0,0,0,0,0,0,0,,,1,404,0,92
HSI00000610,MaineGeneral Health,Augusta,ME,1,0,18288823,,275,135,88,59,66,1,1,3,1,172,11413,35.93,0,0,0,0,1,0,0,0,0,0,0,0,,,1,220,0,0
HSI00000611,MaineHealth,Portland,ME,1,1,17773956,0614,1318,454,334,231,209,10,9,9,2,1044,50896,217.22,0,0,1,0,1,0,0,0,0,0,0,0,,,1,836,0,0
HSI00000612,Major Health Partners,Shelbyville,IN,1,0,18230772,,54,21,35,11,14,1,1,2,1,46,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,34,0,0
HSI00000615,Maricopa Integrated Health System,Phoenix,AZ,1,0,17773645,,415,93,52,33,18,1,1,0,1,323,12478,197.5,0,0,1,1,2,1,1,1,0,0,0,0,,,1,62,0,0
HSI00000616,Marin Healthcare District,Greenbrae,CA,1,0,18389294,,143,43,19,7,13,1,1,0,1,218,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,107,0,0
HSI00000619,Marshall Medical Center,Placerville,CA,1,0,18283446,,94,27,24,6,19,1,1,1,1,111,5152,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,68,0,0
HSI00000621,Marshfield Clinic,Marshfield,WI,1,1,17855696,1022,832,296,192,123,67,3,3,0,1,351,13592,68.26,0,0,0,0,1,0,0,0,1,0,0,0,H4388; H5211,50736,1,603,0,0
HSI00000622,Martin Health System,Stuart,FL,1,0,17830975,,207,78,75,25,41,1,1,0,1,434,26324,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,140,4,0
HSI00000623,Mary Lanning Healthcare,Hastings,NE,1,0,18179867,,53,15,23,12,18,1,1,1,1,86,3839,0,0,0,0,0,0,0,1,0,,,,,,,0,0,0,0
HSI00000624,Mary Washington Healthcare,Fredericksburg,VA,1,1,17815270,0523,236,81,46,27,41,3,2,0,1,511,26059,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,129,0,0
HSI00000630,Maury Regional Medical Center,Columbia,TN,1,1,18155044,0882,136,59,45,15,35,3,3,0,1,322,14602,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,93,0,0
HSI00000631,Mayo Clinic,Rochester,MN,1,1,18956750,1875,6783,1844,1165,625,185,28,27,5,3,2931,130393,870.72,0,0,1,0,2,0,0,1,1,0,1,0,,,0,0,0,0
HSI00000636,McLaren Health Care Corporation,Grand Blanc,MI,1,1,17773322,0252,1199,433,234,138,275,14,12,4,1,1911,99085,363.75,0,0,1,1,1,0,0,0,1,1,1,1,,,1,432,0,49
HSI00000637,McLeod Health,Florence,SC,1,1,17999447,0874,424,172,97,37,90,6,6,3,1,895,39639,24.76,0,0,0,0,1,1,1,1,0,0,0,0,,,1,318,6,0
HSI00000639,Meadville Medical Center,Meadville,PA,1,1,18283417,1001,109,35,18,26,23,2,2,1,1,198,7171,9.38,0,0,0,0,1,0,0,1,0,0,0,0,,,0,0,0,0
HSI00000640,MedStar Health,Columbia,MD,1,1,17773806,0154,9131,884,541,410,279,10,9,0,2,2413,120908,888.64,0,0,1,1,2,1,0,0,1,1,1,0,H9915,5385,1,1561,0,0
HSI00000642,Medisys Health Network,Jamaica,NY,1,1,17773318,0971,449,168,33,42,20,2,2,1,1,560,31421,280.01,0,0,1,0,2,1,0,0,1,1,1,1,,,0,0,0,0
HSI00000644,MUSC Health,Charleston,SC,1,0,17773804,,1358,397,159,45,130,1,1,0,1,682,35824,541.76,0,0,1,1,2,1,0,0,0,0,0,0,,,1,743,0,0
HSI00000648,Memorial Health System,Springfield,IL,1,1,17773957,0086,194,78,103,15,29,4,4,0,1,520,28026,167.65,0,0,1,0,2,0,0,0,1,0,0,0,,,0,0,0,0
HSI00000649,Memorial Health System,Marietta,OH,1,1,18290012,0998,177,59,67,33,57,2,2,0,1,213,12576,19.08,0,0,0,0,1,0,0,0,0,0,0,0,,,1,145,0,0
HSI00000652,Memorial Healthcare,Owosso,MI,1,0,18283318,,72,31,15,17,33,1,1,1,1,107,3210,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,41,0,2
HSI00000653,Memorial Healthcare System,Hollywood,FL,1,1,17773808,0083,645,143,188,64,79,5,5,2,1,1795,69906,18.3,0,0,0,0,1,1,1,1,1,0,1,0,,,1,238,23,0
HSI00000654,Memorial Hermann Healthcare System,Houston,TX,1,1,17773646,2645,2400,419,292,81,229,11,8,2,1,3346,182457,586.4,0,0,1,0,1,1,1,1,1,1,0,0,H2968; H7115,5791,1,283,0,0
HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS,1,0,18381433,,172,56,155,9,53,1,1,0,1,421,17595,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000658,MemorialCare Health System,Fountain Valley,CA,1,1,17773807,0084,1264,407,125,115,103,5,5,0,1,1196,59455,122.04,0,1,0,0,1,1,0,0,1,0,0,0,,,1,12,2,0
HSI00000660,Mercy Health,Chesterfield,MO,1,1,17774100,5185,4197,1124,917,262,822,36,32,1,3,4461,192569,106.39,0,0,0,0,1,0,0,1,1,0,1,0,,,1,2038,0,0
HSI00000661,Mercy Health,Cincinnati,OH,1,1,18155713,5155,2050,767,576,206,535,24,23,7,3,3420,189743,331.46,0,0,1,0,1,1,0,1,1,0,0,0,,,1,962,0,122
HSI00000663,Mercy,Baltimore,MD,1,0,18387606,,276,77,63,75,44,1,1,1,1,204,13333,50.31,0,0,0,0,1,1,0,0,1,1,0,0,,,0,0,0,0
HSI00000666,Mercy Medical Center,Cedar Rapids,IA,1,0,17773960,,185,62,87,30,41,2,2,1,1,219,9109,2.12,0,0,0,0,1,0,0,0,0,0,0,0,,,1,100,0,0
HSI00000667,Mercy Health,Janesville,WI,1,1,18956752,0649,784,245,106,33,70,4,4,2,2,513,21695,20.14,0,0,0,0,1,1,0,0,1,0,1,1,,,1,498,0,0
HSI00000671,Meritus Health,Hagerstown,MD,1,0,18298207,,148,48,50,29,27,1,1,0,1,257,17185,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,75,0,0
HSI00000672,Methodist Health System,Omaha,NE,1,1,17773812,9265,397,156,104,45,56,3,3,1,2,517,26229,13.26,0,0,0,0,1,0,0,0,0,0,0,0,,,1,304,0,0
HSI00000673,Methodist Health System,Dallas,TX,1,1,17829263,2735,410,185,104,50,66,5,5,0,1,1062,61746,79.02,0,0,0,0,1,1,1,1,0,0,0,0,,,1,164,0,0
HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN,1,1,17773961,9345,821,286,319,26,106,2,2,0,2,1402,65838,291.59,0,0,0,0,1,0,1,1,0,0,0,0,,,1,236,47,0
HSI00000678,Nicklaus Childrens Health System,Miami,FL,1,0,21472778,,385,178,103,21,23,1,1,0,1,289,10470,144.7,0,2,1,0,2,0,0,0,1,0,1,0,,,0,0,0,0
HSI00000681,Mid Columbia Medical Center,The Dalles,OR,1,0,18197556,,72,26,13,10,12,1,1,0,1,43,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000682,MidMichigan Health,Midland,MI,1,1,17773325,0001,338,153,94,86,103,6,6,0,1,648,26208,29.85,0,0,0,0,1,0,0,0,0,0,0,0,,,1,173,0,31
HSI00000683,Middlesex Health System,Middletown,CT,1,0,18175738,,217,110,53,24,33,1,1,0,1,209,11573,25.65,0,0,0,0,1,0,0,0,0,0,0,0,,,1,162,0,0
HSI00000684,Midland Health,Midland,TX,1,0,18293217,,69,25,26,14,17,1,1,0,1,218,11117,15.64,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000686,Lecom Health,Erie,PA,1,0,18381439,,139,67,5,0,24,2,2,2,1,150,4488,61.38,0,0,1,0,2,1,0,1,,,,,,,1,56,0,0
HSI00000691,Mission Health System,Asheville,NC,1,1,17773489,0143,600,186,127,157,95,8,6,5,1,813,40116,55.46,0,0,0,0,1,0,0,1,1,1,0,0,H6846,165,1,544,0,0
HSI00000697,Mohawk Valley Health System,Utica,NY,1,0,17815271,,199,64,76,40,72,2,2,1,1,398,22531,32.57,0,0,0,0,1,0,0,0,1,0,1,0,,,0,0,0,0
HSI00000698,Mon Health,Morgantown,WV,1,1,17845024,0970,143,43,57,34,34,4,4,1,1,284,9933,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,31,0,0
HSI00000700,Montefiore Medical Center,Bronx,NY,1,1,18956751,0343,3129,989,339,324,234,9,7,2,1,2357,134487,1282.51,0,0,1,1,2,1,0,1,1,0,1,0,,,1,1521,66,0
HSI00000705,Mosaic Life Care,Saint Joseph,MO,1,0,17837666,,249,95,78,6,76,3,3,0,1,392,19139,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,0,0,0
HSI00000708,Mount Auburn Hospital,Cambridge,MA,1,0,18822724,,341,180,60,29,35,1,1,0,1,183,14185,79.09,0,0,1,0,2,0,0,0,0,0,0,0,,,1,204,0,0
HSI00000710,Mount Nittany Health System,State College,PA,1,0,18298653,,190,53,30,56,23,1,1,0,1,248,12832,16.53,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000711,Mount Sinai Health System,New York,NY,1,1,17773490,0917,10400,1018,594,466,337,4,3,0,1,2226,115977,1641.68,0,0,1,1,2,1,0,0,1,1,1,1,,,1,1711,125,0
HSI00000712,Mount Sinai Medical Center of Florida,Miami Beach,FL,1,0,17774103,,307,60,59,15,24,1,1,0,1,480,23245,151.88,0,0,1,0,2,0,0,0,0,0,0,0,,,1,0,1,0
HSI00000714,Multicare Health System,Tacoma,WA,1,1,17778722,6555,1084,441,371,213,208,7,7,0,1,683,42511,38.73,0,0,0,0,1,1,0,1,0,0,0,0,,,1,547,0,0
HSI00000715,Munson Healthcare,Traverse City,MI,0,1,,1465,169,,,,,10,9,,1,639,32700,129,0,0,1,0,1,0,0,0,1,1,1,0,,,1,41,0,0
HSI00000716,NCH Healthcare System,Naples,FL,1,0,17773650,,272,120,72,27,62,1,1,0,1,542,22415,3.1,0,0,0,0,1,0,1,0,0,0,0,0,,,1,154,0,0
HSI00000717,NYU Langone Health,New York,NY,1,1,18135006,1026,3462,729,587,496,373,4,3,1,1,1477,93184,1277.75,0,0,1,1,2,1,0,0,1,1,1,1,,,1,17,86,0
HSI00000718,Nanticoke Health Services,Seaford,DE,1,0,17837667,,83,27,36,9,26,1,1,0,1,94,6582,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,33,0,0
HSI00000720,National Jewish Health,Denver,CO,1,0,18740486,,181,29,24,12,5,1,1,0,1,24,49,8.57,0,0,1,0,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000722,Nationwide Childrens Hospital,Columbus,OH,1,0,18198441,,937,368,350,6,54,1,1,0,1,634,16955,251.73,0,2,1,0,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000723,Natividad Medical Center,Salinas,CA,1,0,18295224,,101,58,22,14,6,1,1,0,1,148,8395,29.95,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000724,Navicent Health,Macon,GA,1,1,17773303,0923,459,216,64,32,45,4,3,2,1,712,33955,101.78,0,0,0,0,1,0,0,1,0,0,0,0,,,1,141,0,0
HSI00000725,Nemours Childrens Health System,Jacksonville,FL,1,1,17777268,0892,958,382,270,74,71,2,2,0,2,294,12599,120.39,0,2,1,1,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000729,New Liberty Hospital District of Clay County,Pleasant Valley,MO,1,0,18199379,,100,32,22,3,15,1,1,0,1,199,7113,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,16
HSI00000730,New York City Health and Hospitals Corporation,New York,NY,1,1,17774105,3075,3271,1140,509,441,70,12,11,4,1,3189,144012,2399.71,0,0,1,1,2,1,1,1,1,1,1,1,H0423; H9115,8026,1,926,0,0
HSI00000731,New York Presbyterian Healthcare System,New York,NY,1,1,17773814,0142,4424,1000,794,677,425,9,8,1,1,3597,192145,2014.12,0,0,1,1,2,1,0,0,0,0,0,0,,,1,1666,58,0
HSI00000737,Niagara Falls Memorial Medical Center,Niagara Falls,NY,1,0,18407987,,53,19,15,13,14,1,1,1,1,133,5064,11.92,0,0,0,0,1,1,0,0,,,,,,,1,0,0,8
HSI00000743,Norman Regional Health System,Norman,OK,1,0,18198813,,150,39,58,25,37,1,1,0,1,331,15830,20.9,0,0,0,0,1,0,0,0,0,0,0,0,,,1,11,0,8
HSI00000745,Broward Health,Fort Lauderdale,FL,1,1,17773652,3115,526,182,83,40,87,4,4,0,1,1201,57137,105.5,0,0,0,0,1,1,1,1,1,0,1,0,,,1,2,0,0
HSI00000748,North Kansas City Hospital,North Kansas City,MO,1,0,18289564,,142,41,21,1,22,1,1,0,1,363,13671,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,157,0,46
HSI00000749,North Memorial Health Care,Robbinsdale,MN,1,1,17773491,0887,316,130,57,99,41,2,2,0,1,475,29480,23.89,0,0,0,0,1,0,0,0,0,0,0,0,,,1,272,0,0
HSI00000750,North Mississippi Health Services,Tupelo,MS,1,1,17773815,0032,287,134,172,15,63,6,6,4,2,712,27958,25.21,0,0,0,0,1,1,1,1,1,0,0,0,,,1,218,0,0
HSI00000751,North Oaks Health System,Hammond,LA,1,1,17999452,0867,127,27,49,4,39,2,1,0,1,344,11423,0,0,0,0,0,0,1,1,0,0,0,0,0,,,1,0,0,11
HSI00000753,Great Plains Health,North Platte,NE,1,0,18402640,,57,12,5,15,9,1,1,0,1,97,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000755,Northbay Healthcare Group,Fairfield,CA,1,0,17829264,,167,47,27,10,30,2,2,0,1,182,8533,0,0,0,0,0,0,1,1,1,1,0,1,1,,,0,0,0,0
HSI00000756,NorthShore University Health System,Evanston,IL,1,0,17773309,,1163,442,226,133,162,2,2,0,1,733,37259,202.34,0,0,1,0,2,0,0,0,0,0,0,0,,,1,918,0,0
HSI00000759,Northeast Georgia Health System,Gainesville,GA,1,1,17847722,1018,502,180,170,113,87,3,3,2,1,596,36722,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,275,0,0
HSI00000761,Northern Arizona Healthcare,Flagstaff,AZ,1,1,17845402,0281,240,61,59,29,33,2,2,0,1,337,17317,11.92,0,0,0,0,1,1,1,1,0,0,0,0,,,1,194,0,0
HSI00000765,Northfield Hospital and Clinics,Northfield,MN,1,0,18295385,,51,25,7,6,8,1,1,0,1,37,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,42,0,0
HSI00000766,Northside Hospital,Atlanta,GA,1,1,18162439,0410,700,215,188,110,204,3,3,0,1,860,59139,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
HSI00000767,Northwell Health,New Hyde Park,NY,1,1,17773329,0062,6025,1591,1073,873,640,21,20,7,2,6205,360281,2434.69,0,0,1,1,2,1,0,1,1,1,1,1,,,1,2597,20,0
HSI00000768,Northwest Community Healthcare,Arlington Heights,IL,1,0,17773492,,292,110,48,32,37,1,1,0,1,340,18258,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,162,0,0
HSI00000770,Northwestern Medicine,Chicago,IL,1,1,17773816,0024,2596,689,447,212,286,9,8,0,1,1907,103409,604.42,0,0,1,1,2,0,0,1,1,0,0,1,,,1,455,109,0
HSI00000771,Norton Healthcare,Louisville,KY,1,1,17774106,2285,880,347,400,54,184,8,8,0,2,1489,76924,175.19,0,1,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000773,Novant Health,Winston Salem,NC,1,1,17773653,0139,2045,807,621,477,538,13,12,1,2,2225,115683,30.17,0,0,0,0,1,0,0,1,0,0,0,0,,,1,1264,0,0
HSI00000776,OSF Healthcare System,Peoria,IL,1,1,17774108,5335,1172,496,440,118,197,17,17,2,2,1805,82614,198.22,0,0,1,0,1,1,0,1,0,0,0,0,,,1,760,0,0
HSI00000780,Ochsner Health System,New Orleans,LA,1,1,17773459,0359,1754,537,426,216,142,15,13,0,2,1613,64287,382.14,0,0,1,1,1,1,0,0,0,0,0,0,,,1,1182,0,0
HSI00000784,Ohiohealth,Columbus,OH,1,1,17773817,0162,1624,560,629,224,324,13,13,2,1,2191,112879,355.21,0,0,1,1,1,1,1,1,0,0,0,0,,,1,791,0,144
HSI00000788,Olathe Health System,Olathe,KS,1,0,17990284,,171,79,60,29,42,2,2,0,1,261,11616,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,39
HSI00000789,Olmsted Medical Center,Rochester,MN,1,0,17861634,,115,56,53,27,19,1,1,0,1,61,2238,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,96,0,0
HSI00000792,Oneida Healthcare,Oneida,NY,1,0,18401053,,61,29,16,19,19,1,1,1,1,101,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,31,0,0
HSI00000795,Oregon Health and Science University,Portland,OR,1,0,17774107,,2351,584,242,123,63,1,1,0,1,556,29230,476.55,0,0,1,1,2,1,0,0,0,0,0,0,,,1,0,74,66
HSI00000796,Orlando Health,Orlando,FL,1,1,17773654,3355,902,300,206,78,144,3,3,2,1,1797,106594,244.4,0,0,0,0,1,1,1,1,1,0,0,0,,,1,103,0,0
